emp_no,first_name,last_name,birth_date,from_date,to_date,title,dept_no,dept_name
251733,Jaroslava,Gils,2/16/1964,3/11/1990,1/1/9999,Engineer,d004,Production
251735,Ghassan,Brickell,11/1/1964,3/20/1989,1/1/9999,Engineer,d005,Development
251745,Yolla,Rosch,9/10/1964,12/14/2001,1/1/9999,Senior Staff,d009,Customer Service
251756,Hugo,Fortenbacher,10/5/1964,8/18/1988,1/1/9999,Engineer,d004,Production
251772,Dayanand,Engberts,10/28/1964,9/17/1998,1/1/9999,Senior Engineer,d006,Quality Management
251790,Dipayan,Winter,1/28/1964,5/29/1989,1/1/9999,Engineer,d004,Production
251793,Mingsen,Talmor,11/4/1964,6/17/1996,1/1/9999,Engineer,d005,Development
251794,Nobuyoshi,Pouyioutas,5/12/1964,6/27/1999,1/1/9999,Staff,d002,Finance
251850,Xiaocheng,Nastansky,4/21/1964,5/10/1997,1/1/9999,Senior Staff,d003,Human Resources
251854,Khatoun,Vernadat,1/3/1964,8/8/1987,1/1/9999,Engineer,d005,Development
251868,Khalid,Christianini,1/4/1964,9/16/1991,1/1/9999,Technique Leader,d005,Development
251906,Jiong,Turnbull,10/11/1964,5/17/1999,1/1/9999,Staff,d002,Finance
251912,Guozhong,Mahmud,1/27/1964,8/9/1991,1/1/9999,Engineer,d005,Development
251918,Xuejun,Majewski,7/9/1964,10/20/1999,1/1/9999,Senior Staff,d001,Marketing
251949,Arunas,Maginnis,1/28/1964,11/21/1998,1/1/9999,Senior Engineer,d005,Development
251950,Dinah,Schrooten,8/18/1964,3/14/1995,1/1/9999,Staff,d001,Marketing
251958,Odoardo,Servi,10/10/1964,8/11/1990,1/1/9999,Senior Staff,d007,Sales
251960,Kwun,Riexinger,7/18/1964,5/9/1993,1/1/9999,Senior Staff,d007,Sales
251964,Xiaoheng,Baaz,7/6/1964,9/26/1986,1/1/9999,Senior Staff,d007,Sales
251965,Zine,Eterovic,6/21/1964,6/22/1995,1/1/9999,Staff,d003,Human Resources
251994,Zhonghui,Capobianchi,5/18/1964,2/20/1996,1/1/9999,Staff,d008,Research
251996,Dipankar,Flowers,7/22/1964,5/13/1993,1/1/9999,Technique Leader,d005,Development
252001,Premsyl,Bahr,7/31/1964,4/2/1989,1/1/9999,Senior Engineer,d006,Quality Management
252025,Kazunori,Pietracaprina,7/23/1964,11/8/1994,1/1/9999,Engineer,d004,Production
252028,Dines,Pintelas,1/6/1964,4/7/1986,1/1/9999,Assistant Engineer,d004,Production
252063,Lorien,Vieri,7/21/1964,5/2/1987,1/1/9999,Engineer,d005,Development
252071,Baocai,Ushiama,4/30/1964,8/9/1994,1/1/9999,Senior Staff,d008,Research
252079,Karoline,Koshino,12/9/1964,7/13/1996,1/1/9999,Engineer,d005,Development
252102,Eben,Merel,7/3/1964,9/5/1998,1/1/9999,Engineer,d005,Development
252128,Hairong,Hashii,8/26/1964,6/12/1996,1/1/9999,Staff,d009,Customer Service
252145,Khoa,Isaac,4/26/1964,3/21/1994,1/1/9999,Senior Staff,d007,Sales
252160,Golgen,Swiss,7/3/1964,8/24/1993,1/1/9999,Engineer,d005,Development
252167,Gian,Begiun,9/27/1964,6/28/1990,1/1/9999,Senior Staff,d007,Sales
252192,Juichirou,Bahk,11/3/1964,4/13/1998,1/1/9999,Senior Engineer,d004,Production
252193,Christoper,Hoppenstand,5/22/1964,5/4/1987,1/1/9999,Senior Staff,d002,Finance
252219,Wanqing,Camarinopoulos,7/9/1964,10/28/1999,1/1/9999,Staff,d009,Customer Service
252238,Huican,Nyrup,10/20/1964,2/26/1987,1/1/9999,Senior Staff,d007,Sales
252244,Brigham,Tagansky,9/9/1964,7/21/1985,1/1/9999,Engineer,d004,Production
252262,Masamitsu,Zweizig,12/12/1964,7/12/1996,1/1/9999,Technique Leader,d005,Development
252268,Phuoc,Veldwijk,2/17/1964,6/19/2002,1/1/9999,Assistant Engineer,d009,Customer Service
252276,Arun,Impagliazzo,5/14/1964,7/25/1986,1/1/9999,Engineer,d004,Production
252282,Gao,Peris,10/24/1964,12/21/1996,1/1/9999,Senior Engineer,d004,Production
252297,Wonhee,Lunt,5/17/1964,9/8/1998,1/1/9999,Engineer,d005,Development
252336,Tzvetan,Murtagh,11/7/1964,11/8/1987,1/1/9999,Senior Staff,d003,Human Resources
252349,Shaibal,Billingsley,5/4/1964,9/5/1995,1/1/9999,Technique Leader,d004,Production
252352,Barna,Gini,2/3/1964,5/5/1993,1/1/9999,Senior Engineer,d005,Development
252383,Roselyn,Socorro,4/28/1964,5/28/1987,1/1/9999,Assistant Engineer,d006,Quality Management
252413,Piyush,Kavraki,7/6/1964,9/10/1985,1/1/9999,Senior Staff,d008,Research
252421,Dipayan,Arlazarov,7/30/1964,12/1/1993,1/1/9999,Senior Staff,d007,Sales
252429,Serap,Bonifati,12/28/1964,12/22/1998,1/1/9999,Engineer,d004,Production
252436,Pranas,Oppitz,2/25/1964,10/26/1994,1/1/9999,Senior Staff,d004,Production
252445,Wayne,Morrey,7/14/1964,6/13/1992,1/1/9999,Engineer,d009,Customer Service
252468,Xuedong,Kinley,3/12/1964,6/14/1987,1/1/9999,Technique Leader,d005,Development
252475,Shigehiro,Heiserman,8/22/1964,8/25/1989,1/1/9999,Senior Staff,d002,Finance
252503,Miquel,Vesna,10/1/1964,3/2/2001,1/1/9999,Engineer,d009,Customer Service
252527,Shahab,Woycyznski,8/16/1964,9/10/1985,1/1/9999,Engineer,d005,Development
252537,Shuzo,Baba,8/5/1964,4/11/1991,1/1/9999,Engineer,d005,Development
252538,Venkatesan,Stroustrup,10/2/1964,8/15/1993,1/1/9999,Engineer,d005,Development
252595,Adin,Assaf,3/27/1964,8/15/1995,1/1/9999,Engineer,d004,Production
252623,Kiyotoshi,Collette,12/26/1964,8/20/1999,1/1/9999,Senior Staff,d003,Human Resources
252642,Boriana,Angel,6/20/1964,6/24/1990,1/1/9999,Assistant Engineer,d005,Development
252644,Unal,Perin,11/30/1964,3/31/1992,1/1/9999,Assistant Engineer,d006,Quality Management
252657,Shuzo,Hopewell,1/7/1964,7/2/1999,1/1/9999,Staff,d008,Research
252660,Kiyomitsu,Hertweck,11/5/1964,5/1/1994,1/1/9999,Senior Staff,d001,Marketing
252662,Kerhong,Lieberherr,11/2/1964,12/12/1994,1/1/9999,Senior Engineer,d004,Production
252673,Jaihie,Quadeer,5/8/1964,7/29/1992,1/1/9999,Senior Engineer,d004,Production
252725,Ewing,Iisaku,7/4/1964,11/4/1986,1/1/9999,Senior Staff,d008,Research
252738,Arun,Panangaden,7/17/1964,3/27/1985,1/1/9999,Technique Leader,d005,Development
252801,Danae,Litzler,8/4/1964,3/6/1993,1/1/9999,Senior Engineer,d004,Production
252806,Kensyu,Lambe,11/30/1964,3/26/1989,1/1/9999,Senior Staff,d002,Finance
252810,Arnd,Farris,12/29/1964,3/28/2002,1/1/9999,Engineer,d006,Quality Management
252816,Nevio,Farris,8/1/1964,12/13/1989,1/1/9999,Technique Leader,d005,Development
252821,Baoqiu,Zobel,11/15/1964,3/18/1988,1/1/9999,Senior Engineer,d005,Development
252827,Kensyu,Stenning,10/27/1964,5/14/1986,1/1/9999,Senior Staff,d001,Marketing
252832,Katsuyuki,Gilg,5/19/1964,3/17/1994,1/1/9999,Senior Staff,d007,Sales
252841,Akhilish,Mukaidono,6/16/1964,10/24/1998,1/1/9999,Technique Leader,d005,Development
252846,Bojan,Giarratana,6/11/1964,6/2/1985,1/1/9999,Senior Staff,d001,Marketing
252854,Girolamo,Heering,1/30/1964,9/5/1994,1/1/9999,Engineer,d004,Production
252861,Tsutomu,Spinelli,12/21/1964,2/8/1998,1/1/9999,Staff,d003,Human Resources
252869,Yifei,Begiun,6/24/1964,3/4/1997,1/1/9999,Technique Leader,d005,Development
252894,Shimshon,Greibach,5/6/1964,11/28/2001,1/1/9999,Engineer,d008,Research
252902,Jordanka,Serna,9/5/1964,7/14/1986,1/1/9999,Senior Engineer,d004,Production
252907,Bodh,Lorho,4/7/1964,1/2/1990,1/1/9999,Senior Staff,d008,Research
252933,Lalit,Boissier,12/10/1964,12/5/1992,1/1/9999,Senior Staff,d001,Marketing
252968,Radhakrishnan,Rosti,1/7/1964,10/28/1989,1/1/9999,Senior Staff,d008,Research
253000,Jaihie,Yurov,4/6/1964,5/16/1997,1/1/9999,Engineer,d005,Development
253012,Jessie,Penz,12/13/1964,11/9/1994,1/1/9999,Senior Engineer,d004,Production
253040,Shin,Leonhardt,2/10/1964,12/11/1997,1/1/9999,Engineer,d005,Development
253050,Yannis,Conti,7/9/1964,4/9/1992,1/1/9999,Senior Staff,d008,Research
253133,Duro,Weiland,9/14/1964,1/27/1988,1/1/9999,Engineer,d005,Development
253159,Khue,Janetzko,6/24/1964,5/5/1986,1/1/9999,Senior Staff,d007,Sales
253177,Kazuhiko,Ramsey,4/13/1964,5/13/1987,1/1/9999,Senior Engineer,d004,Production
253182,Guadalupe,Pardalos,3/8/1964,12/11/1994,1/1/9999,Senior Staff,d001,Marketing
253202,Zhigen,Fendler,8/6/1964,11/7/1995,1/1/9999,Engineer,d004,Production
253205,Samphel,Hemaspaandra,5/21/1964,9/15/1986,1/1/9999,Technique Leader,d005,Development
253207,Baruch,Welham,3/15/1964,10/21/1989,1/1/9999,Engineer,d004,Production
253229,Basim,Morrow,10/8/1964,3/14/1989,1/1/9999,Senior Staff,d001,Marketing
253247,Lene,Kornyak,5/11/1964,10/28/1989,1/1/9999,Senior Staff,d007,Sales
253280,Kien,Gulak,2/9/1964,9/24/1998,1/1/9999,Senior Staff,d003,Human Resources
253311,Somnath,Nishimukai,7/21/1964,9/19/1986,1/1/9999,Senior Engineer,d005,Development
253335,Yongdong,Suomi,1/4/1964,3/18/1995,1/1/9999,Engineer,d005,Development
253350,Yinghua,Lanphier,4/22/1964,4/3/1997,1/1/9999,Technique Leader,d004,Production
253369,Gregory,Peir,1/27/1964,12/28/1998,1/1/9999,Senior Engineer,d005,Development
253384,Khosrow,Boissier,12/1/1964,5/16/1987,1/1/9999,Senior Staff,d001,Marketing
253387,Subhash,Eterovic,3/5/1964,1/3/1988,1/1/9999,Engineer,d004,Production
253403,Kenroku,Dalphin,10/14/1964,3/18/1991,1/1/9999,Senior Staff,d003,Human Resources
253404,King,Gerteisen,10/5/1964,3/19/1988,1/1/9999,Senior Staff,d008,Research
253408,Shigehito,Cichocki,6/14/1964,4/30/1997,1/1/9999,Staff,d003,Human Resources
253412,Mohammed,Gire,12/30/1964,2/21/1999,1/1/9999,Engineer,d004,Production
253421,Sanjiv,Thebaut,3/5/1964,5/29/1994,1/1/9999,Senior Staff,d001,Marketing
253429,Takahira,Gimbel,2/20/1964,12/6/1987,1/1/9999,Senior Staff,d007,Sales
253447,Tzvetan,Zaiane,3/12/1964,1/31/1998,1/1/9999,Senior Engineer,d005,Development
253527,Patricia,Remmele,7/11/1964,4/25/1986,1/1/9999,Senior Staff,d002,Finance
253544,Hailing,Jenevein,10/17/1964,5/6/1985,1/1/9999,Senior Staff,d007,Sales
253567,Ranan,Cullers,11/2/1964,2/19/1990,1/1/9999,Engineer,d004,Production
253576,Mizuhito,Bardell,6/2/1964,8/8/1995,1/1/9999,Senior Staff,d007,Sales
253583,Duri,Driscoll,10/2/1964,7/26/2002,1/1/9999,Engineer,d008,Research
253593,Navid,Range,10/20/1964,4/8/1996,1/1/9999,Senior Staff,d002,Finance
253600,Nakhoon,Anido,5/21/1964,7/24/1993,1/1/9999,Senior Staff,d007,Sales
253752,Fumitaka,Murillo,10/14/1964,11/14/1986,1/1/9999,Senior Staff,d007,Sales
253761,Zhonghua,Terekhov,11/21/1964,1/24/1998,1/1/9999,Senior Engineer,d005,Development
253769,Augustine,Jansch,8/23/1964,6/27/1994,1/1/9999,Engineer,d005,Development
253790,Divier,Rodite,4/28/1964,3/21/1993,1/1/9999,Engineer,d005,Development
253795,Seongbae,Jumpertz,5/18/1964,9/6/1998,1/1/9999,Staff,d002,Finance
253798,Taegyun,Kushner,5/12/1964,12/25/1998,1/1/9999,Senior Staff,d003,Human Resources
253806,Qingxiang,Underwood,12/13/1964,4/8/1997,1/1/9999,Staff,d008,Research
253808,Irena,Gladwell,3/4/1964,5/28/1994,1/1/9999,Staff,d007,Sales
253834,Khue,Knightly,12/2/1964,5/31/1989,1/1/9999,Senior Staff,d001,Marketing
253850,Bartek,Levergood,9/9/1964,4/4/1997,1/1/9999,Senior Staff,d001,Marketing
253895,Shigehiro,Penz,2/25/1964,4/2/1988,1/1/9999,Senior Staff,d001,Marketing
253897,Bedir,Muchinsky,1/31/1964,1/20/1993,1/1/9999,Engineer,d004,Production
253904,Shiv,Gimbel,4/26/1964,5/2/1991,1/1/9999,Engineer,d005,Development
253924,Alain,Frolund,5/5/1964,11/4/1988,1/1/9999,Senior Engineer,d004,Production
253978,JoAnne,Stroustrup,12/22/1964,4/28/2001,1/1/9999,Staff,d009,Customer Service
254002,Boaz,Swift,9/17/1964,7/21/1995,1/1/9999,Engineer,d004,Production
254007,Mohammed,Sinitsyn,9/13/1964,9/24/1989,1/1/9999,Engineer,d006,Quality Management
254026,Utpal,Swiler,1/27/1964,3/24/1985,1/1/9999,Engineer,d005,Development
254059,Xiahua,Boreale,7/7/1964,11/2/1998,1/1/9999,Senior Staff,d009,Customer Service
254085,DAIDA,Nergos,8/5/1964,11/12/1991,1/1/9999,Senior Staff,d008,Research
254105,Rasikan,Showalter,4/29/1964,10/4/1996,1/1/9999,Senior Engineer,d005,Development
254115,Oldrich,Perna,7/26/1964,3/10/1997,1/1/9999,Engineer,d006,Quality Management
254121,Moti,Erde,4/30/1964,11/3/2001,1/1/9999,Staff,d002,Finance
254134,Matt,Range,2/29/1964,11/7/1987,1/1/9999,Senior Engineer,d004,Production
254142,Gennady,Kitsuregawa,5/26/1964,7/15/1999,1/1/9999,Staff,d003,Human Resources
254149,Abdulla,Beidas,6/23/1964,11/26/1998,1/1/9999,Senior Engineer,d005,Development
254152,Sailaja,Gurbaxani,11/28/1964,12/18/1987,1/1/9999,Senior Engineer,d005,Development
254169,Muneo,Hutter,4/26/1964,10/4/1993,1/1/9999,Senior Staff,d004,Production
254200,Yinghua,Comyn,9/24/1964,12/29/1997,1/1/9999,Engineer,d005,Development
254201,Poorav,Aumann,11/29/1964,11/2/1992,1/1/9999,Senior Staff,d001,Marketing
254221,Bedrich,Panwar,9/30/1964,2/19/1992,1/1/9999,Engineer,d004,Production
254222,Selwyn,Brodal,11/20/1964,10/18/1998,1/1/9999,Staff,d008,Research
254231,Nahid,Miculan,12/14/1964,3/28/1999,1/1/9999,Staff,d002,Finance
254243,Sachar,Bratten,4/5/1964,8/7/1993,1/1/9999,Engineer,d008,Research
254262,Shay,Boissier,11/30/1964,5/17/2002,1/1/9999,Assistant Engineer,d008,Research
254268,Mototsugu,Scharstein,10/14/1964,6/18/1992,1/1/9999,Senior Engineer,d005,Development
254269,Sastry,Isaac,8/6/1964,4/24/1991,1/1/9999,Senior Staff,d003,Human Resources
254275,Flemming,Ermel,12/19/1964,9/5/1987,1/1/9999,Senior Staff,d009,Customer Service
254297,Shigeu,Sewelson,9/23/1964,10/12/1992,1/1/9999,Technique Leader,d005,Development
254306,Remko,Loncour,11/22/1964,9/2/1994,1/1/9999,Technique Leader,d004,Production
254308,Constantine,Shinomoto,5/12/1964,1/11/1993,1/1/9999,Senior Staff,d001,Marketing
254317,Toshiko,Gniady,11/14/1964,1/3/1987,1/1/9999,Engineer,d005,Development
254333,Chanjung,Kavvadias,4/22/1964,10/30/1995,1/1/9999,Senior Engineer,d004,Production
254337,Vitaly,Ossenbruggen,11/13/1964,2/9/1997,1/1/9999,Senior Engineer,d005,Development
254344,Yaghout,Nyrup,9/28/1964,9/25/1992,1/1/9999,Senior Staff,d007,Sales
254353,Taizo,Emiris,11/19/1964,11/11/1993,1/1/9999,Engineer,d005,Development
254389,Palash,Piancastelli,3/9/1964,9/27/1998,1/1/9999,Staff,d003,Human Resources
254393,Akhilish,Cusworth,8/13/1964,3/18/1993,1/1/9999,Engineer,d005,Development
254395,Odysseas,Munro,11/24/1964,5/22/1994,1/1/9999,Engineer,d006,Quality Management
254397,Arunas,Brookner,1/30/1964,12/27/1998,1/1/9999,Engineer,d005,Development
254413,Theron,Ramamoorthy,6/26/1964,7/5/1992,1/1/9999,Engineer,d004,Production
254431,Dipayan,Clouatre,9/20/1964,3/6/2000,1/1/9999,Engineer,d009,Customer Service
254446,Bezalel,Stanfel,7/10/1964,1/1/1993,1/1/9999,Senior Staff,d002,Finance
254455,Taizo,Mikschl,1/7/1964,5/19/1991,1/1/9999,Engineer,d005,Development
254489,Huan,Coney,2/25/1964,11/26/1995,1/1/9999,Engineer,d004,Production
254501,Shay,Gulak,9/1/1964,6/4/1996,1/1/9999,Staff,d007,Sales
254515,Bernardo,Gulik,6/10/1964,12/14/1994,1/1/9999,Senior Staff,d009,Customer Service
254539,Sergi,Papadias,2/21/1964,1/13/2000,1/1/9999,Engineer,d006,Quality Management
254555,Anneli,Servi,7/8/1964,1/25/1999,1/1/9999,Staff,d003,Human Resources
254567,Sashi,Bael,10/5/1964,1/30/1996,1/1/9999,Engineer,d006,Quality Management
254570,Goetz,Reinhard,6/5/1964,12/15/1990,1/1/9999,Engineer,d005,Development
254589,Serge,Bolsens,11/21/1964,5/24/1997,1/1/9999,Engineer,d004,Production
254594,Jiakeng,Takanami,8/6/1964,12/31/1988,1/1/9999,Senior Staff,d002,Finance
254596,Heeju,Denti,5/17/1964,11/5/1994,1/1/9999,Senior Staff,d009,Customer Service
254616,Kristin,Baek,12/20/1964,7/10/2002,1/1/9999,Senior Staff,d009,Customer Service
254617,Danel,Hmelo,3/6/1964,2/13/1987,1/1/9999,Engineer,d005,Development
254621,Elgin,Hiraishi,7/25/1964,3/4/1994,1/1/9999,Senior Staff,d007,Sales
254622,Sachem,Lienhardt,3/26/1964,11/6/1997,1/1/9999,Engineer,d004,Production
254624,Mohit,Hiraishi,6/25/1964,4/8/1997,1/1/9999,Staff,d002,Finance
254626,Toshimori,Thummel,8/1/1964,7/30/1990,1/1/9999,Senior Engineer,d005,Development
254629,Pragnesh,Chinal,7/24/1964,1/27/2000,1/1/9999,Senior Engineer,d004,Production
254653,Anestis,Salvesen,11/9/1964,1/28/2000,1/1/9999,Senior Staff,d004,Production
254665,Shaibal,Businaro,7/8/1964,8/11/1995,1/1/9999,Assistant Engineer,d005,Development
254739,Greger,Ritcey,10/15/1964,6/13/1994,1/1/9999,Senior Engineer,d004,Production
254753,Iara,Grospietsch,12/28/1964,3/31/1989,1/1/9999,Senior Staff,d007,Sales
254774,Jaideep,Lortz,1/19/1964,10/10/1997,1/1/9999,Staff,d001,Marketing
254794,Woody,Ghalwash,12/25/1964,1/11/1986,1/1/9999,Engineer,d006,Quality Management
254805,Vishwani,Makrucki,2/25/1964,9/13/1997,1/1/9999,Engineer,d005,Development
254811,Eishiro,Vecchi,2/1/1964,7/20/1995,1/1/9999,Staff,d007,Sales
254896,Sasan,Schaad,10/7/1964,1/6/1986,1/1/9999,Engineer,d004,Production
254938,Angel,Leivant,4/19/1964,9/22/1992,1/1/9999,Senior Staff,d007,Sales
254942,Gadiel,Iisaku,12/4/1964,7/11/1990,1/1/9999,Engineer,d005,Development
254945,Przemyslawa,Kornyak,4/19/1964,4/13/1999,1/1/9999,Engineer,d004,Production
254948,Tsvetan,Halevi,7/4/1964,4/19/1992,1/1/9999,Engineer,d005,Development
254979,Marsal,Standera,9/4/1964,1/29/1993,1/1/9999,Engineer,d004,Production
254988,Mahendra,Champarnaud,2/22/1964,2/2/1986,1/1/9999,Senior Staff,d001,Marketing
254990,Pranjal,Marwedel,9/7/1964,4/19/1990,1/1/9999,Senior Staff,d008,Research
255009,Bernice,Shinomoto,1/17/1964,6/15/1994,1/1/9999,Senior Staff,d007,Sales
255039,Chuanti,Leaver,2/23/1964,8/8/1988,1/1/9999,Senior Staff,d007,Sales
255054,Paraskevi,Szemeredi,12/6/1964,12/5/1988,1/1/9999,Senior Staff,d008,Research
255060,Hatsukazu,Sethi,4/19/1964,5/7/1989,1/1/9999,Senior Staff,d001,Marketing
255080,Mrinalini,Conte,6/9/1964,3/28/1989,1/1/9999,Senior Staff,d003,Human Resources
255103,Kish,Hockney,5/7/1964,1/10/1995,1/1/9999,Technique Leader,d004,Production
255112,Lubomir,Restivo,4/3/1964,2/14/1986,1/1/9999,Engineer,d005,Development
255118,Duro,Ventosa,9/15/1964,10/15/1998,1/1/9999,Staff,d007,Sales
255120,Yuguang,Braunschweig,9/6/1964,8/23/1999,1/1/9999,Engineer,d004,Production
255121,Kensei,Rodier,9/29/1964,9/28/1987,1/1/9999,Engineer,d005,Development
255131,Panayotis,Aloia,5/15/1964,12/18/1993,1/1/9999,Engineer,d004,Production
255181,Mori,Wursthorn,1/20/1964,3/18/1991,1/1/9999,Senior Staff,d001,Marketing
255184,Sanjoy,Delaune,8/27/1964,11/10/1991,1/1/9999,Engineer,d004,Production
255209,Hidekazu,Erbe,6/13/1964,4/16/1992,1/1/9999,Engineer,d005,Development
255235,Pranjal,Rebaine,1/24/1964,12/13/1992,1/1/9999,Senior Staff,d001,Marketing
255240,Jiong,McClure,7/8/1964,6/24/1989,1/1/9999,Senior Engineer,d004,Production
255268,Anestis,Zobel,11/2/1964,8/7/2000,1/1/9999,Engineer,d006,Quality Management
255306,Shahab,Boreale,4/5/1964,8/27/1996,1/1/9999,Assistant Engineer,d004,Production
255345,Emran,Brookman,7/1/1964,1/13/1989,1/1/9999,Senior Staff,d007,Sales
255362,Babette,Shackell,12/12/1964,11/21/1987,1/1/9999,Assistant Engineer,d005,Development
255363,Ramalingam,Schmiedel,1/21/1964,5/5/1997,1/1/9999,Engineer,d005,Development
255390,Nadjib,Bondorf,3/11/1964,3/17/1997,1/1/9999,Senior Engineer,d004,Production
255419,Khaled,Limongiello,10/24/1964,8/15/1998,1/1/9999,Staff,d002,Finance
255442,Almudena,Acton,6/29/1964,12/19/1995,1/1/9999,Staff,d002,Finance
255451,Temple,Shiratori,4/20/1964,5/11/1989,1/1/9999,Engineer,d005,Development
255465,Mohammad,Bahi,2/15/1964,10/18/1987,1/1/9999,Senior Engineer,d005,Development
255507,Shuji,Terlouw,8/9/1964,10/30/1992,1/1/9999,Senior Staff,d009,Customer Service
255540,Uriel,Kaltofen,9/22/1964,1/18/1991,1/1/9999,Senior Staff,d001,Marketing
255560,Bluma,Capobianchi,5/19/1964,3/18/1997,1/1/9999,Technique Leader,d004,Production
255566,Randy,Munch,7/16/1964,8/9/1996,1/1/9999,Engineer,d005,Development
255575,Chenye,Kampfer,5/4/1964,12/7/1989,1/1/9999,Engineer,d006,Quality Management
255584,Mikhail,Hiltgen,3/24/1964,10/23/1998,1/1/9999,Staff,d007,Sales
255588,Monique,Barbanera,1/1/1964,11/17/1992,1/1/9999,Engineer,d005,Development
255589,Jinpo,Minakawa,5/27/1964,5/27/1994,1/1/9999,Staff,d003,Human Resources
255595,Lalit,Blokdijk,9/19/1964,6/11/1988,1/1/9999,Engineer,d005,Development
255643,Limsoon,Taubman,12/16/1964,3/5/2002,1/1/9999,Engineer,d009,Customer Service
255645,Kwangho,Waymire,3/3/1964,9/16/1992,1/1/9999,Engineer,d005,Development
255655,Khaled,Eastman,8/16/1964,5/13/1996,1/1/9999,Engineer,d004,Production
255656,Shounak,Rosti,1/16/1964,6/7/1985,1/1/9999,Engineer,d006,Quality Management
255661,Xiaoshan,Rusterholz,10/5/1964,3/8/2000,1/1/9999,Staff,d001,Marketing
255662,Sasan,Pfau,7/12/1964,2/9/1997,1/1/9999,Senior Engineer,d004,Production
255688,Beshir,Basagni,4/20/1964,10/4/1985,1/1/9999,Engineer,d004,Production
255691,Chiranjit,Czap,2/7/1964,5/3/1996,1/1/9999,Engineer,d004,Production
255698,Anyuan,Hempstead,2/28/1964,3/27/1994,1/1/9999,Staff,d007,Sales
255735,Brewster,Hammerschmidt,5/22/1964,10/29/1990,1/1/9999,Senior Staff,d008,Research
255751,Subhada,Karcich,12/25/1964,4/24/1993,1/1/9999,Engineer,d004,Production
255816,Ishfaq,Zlotek,11/28/1964,2/7/1987,1/1/9999,Engineer,d004,Production
255831,Susumu,Conti,3/4/1964,8/18/1996,1/1/9999,Staff,d009,Customer Service
255849,Khun,Nollmann,1/30/1964,11/19/1990,1/1/9999,Senior Staff,d007,Sales
255855,Barton,Marquardt,12/25/1964,3/17/1989,1/1/9999,Engineer,d004,Production
255860,Zhensheng,Rothe,11/13/1964,4/29/1994,1/1/9999,Engineer,d004,Production
255862,Richara,Lindenbaum,9/15/1964,12/19/1998,1/1/9999,Engineer,d005,Development
255879,Kazuhito,Ghelli,5/29/1964,7/5/1990,1/1/9999,Engineer,d004,Production
255906,Hideyuki,Mandell,4/4/1964,8/7/1998,1/1/9999,Staff,d007,Sales
255910,Sajjad,Makrucki,10/2/1964,1/2/1994,1/1/9999,Engineer,d004,Production
255930,Jayson,Terwilliger,5/29/1964,5/11/1998,1/1/9999,Staff,d007,Sales
255931,Yinghua,Vural,2/13/1964,7/4/1997,1/1/9999,Senior Staff,d007,Sales
255935,Takushi,Polajnar,9/21/1964,1/21/1994,1/1/9999,Senior Staff,d007,Sales
255950,Guadalupe,Terekhov,6/14/1964,9/25/1999,1/1/9999,Engineer,d008,Research
255960,Mari,Feinberg,2/22/1964,1/15/2000,1/1/9999,Assistant Engineer,d006,Quality Management
255976,Kyoichi,Engberts,5/17/1964,5/11/1996,1/1/9999,Engineer,d005,Development
255995,Maren,Shrader,11/25/1964,5/15/1991,1/1/9999,Senior Staff,d009,Customer Service
256015,Anneli,Zeleznik,5/17/1964,7/1/1987,1/1/9999,Engineer,d004,Production
256025,Paris,Jansen,12/3/1964,9/14/1996,1/1/9999,Engineer,d009,Customer Service
256033,Lucien,Vandervoorde,5/18/1964,12/8/1999,1/1/9999,Senior Staff,d007,Sales
256040,Manibrata,Speer,11/26/1964,9/6/1996,1/1/9999,Staff,d007,Sales
256042,Mantis,Seghrouchni,2/1/1964,11/10/1992,1/1/9999,Engineer,d005,Development
256069,Uzi,Billawala,6/13/1964,6/9/1996,1/1/9999,Senior Staff,d007,Sales
256072,Jayesh,Yetim,4/9/1964,1/31/2000,1/1/9999,Engineer,d004,Production
256074,Bilhanan,Ghelli,5/13/1964,5/30/1993,1/1/9999,Engineer,d006,Quality Management
256077,LiMin,Quittner,12/27/1964,1/27/1995,1/1/9999,Senior Staff,d001,Marketing
256089,Ung,Rissland,4/28/1964,9/29/1998,1/1/9999,Engineer,d004,Production
256124,Bouchung,Fontet,8/16/1964,10/23/1996,1/1/9999,Engineer,d005,Development
256132,Otilia,Cannane,11/5/1964,2/19/1985,1/1/9999,Engineer,d005,Development
256171,Gurbir,Legleitner,6/23/1964,1/28/1998,1/1/9999,Staff,d001,Marketing
256193,Souichi,Mullainathan,4/24/1964,7/29/1992,1/1/9999,Senior Staff,d007,Sales
256225,Ramya,Msuda,9/10/1964,10/5/1987,1/1/9999,Engineer,d006,Quality Management
256237,Yakichi,Nollmann,6/1/1964,2/2/1995,1/1/9999,Senior Staff,d009,Customer Service
256248,Candido,Czap,8/12/1964,11/22/1995,1/1/9999,Engineer,d009,Customer Service
256269,Khaled,Collette,6/17/1964,4/14/1990,1/1/9999,Engineer,d004,Production
256273,Honglan,Assaf,1/15/1964,3/4/1990,1/1/9999,Senior Staff,d008,Research
256286,Arno,Jullig,6/21/1964,8/25/1994,1/1/9999,Engineer,d005,Development
256287,Hinrich,Munawer,7/24/1964,4/20/1989,1/1/9999,Senior Staff,d001,Marketing
256288,Pramod,Murthy,4/20/1964,6/6/1997,1/1/9999,Engineer,d004,Production
256309,Jayesh,Dulay,1/18/1964,9/4/1996,1/1/9999,Staff,d008,Research
